Age,Gender,Department,YearsAtCompany,WorkHoursPerWeek,RemoteWork,BurnoutLevel,JobSatisfaction,StressLevel,ProductivityScore,SleepHours,PhysicalActivityHrs,CommuteTime,HasMentalHealthSupport,ManagerSupportScore,HasTherapyAccess,MentalHealthDaysOff,SalaryRange,WorkLifeBalanceScore,TeamSize,CareerGrowthScore,BurnoutRisk
48,2,5,10,42,1,3.6,1.35,7.91,1.86,7.5,8.6,61,1,7.82,1,2,2,9.13,28,3.27,0
38,0,3,1,49,0,6.77,1.31,6.18,1.12,7.8,0.5,51,0,4.83,0,7,2,8.97,47,1.41,0
45,1,2,17,31,0,2.67,1.82,8.42,5.22,4.7,4.0,21,1,2.15,0,3,4,7.84,19,5.14,0
46,2,5,8,32,0,3.72,4.18,9.88,7.58,8.8,0.3,56,1,8.85,0,7,0,4.61,30,5.7,0
28,0,3,1,44,0,5.37,1.06,3.7,5.12,8.2,8.4,95,0,1.75,0,2,0,4.33,41,6.14,0
27,0,1,1,52,2,4.8,5.45,2.07,1.46,6.8,1.8,10,1,2.7,1,1,3,7.45,21,5.16,0
45,2,2,2,48,0,1.95,4.25,7.58,7.21,8.5,6.7,13,1,3.49,0,7,3,6.47,21,8.83,0
54,2,5,15,42,0,9.44,6.0,9.81,6.78,5.9,3.6,30,1,9.96,1,5,2,6.41,48,1.34,1
50,3,1,18,34,1,1.4,7.49,2.05,7.13,4.2,8.2,107,0,4.75,1,1,1,2.12,30,6.52,0
43,1,3,3,55,1,7.75,3.26,4.89,2.9,7.6,5.1,3,0,5.52,1,6,3,6.56,49,8.8,1
47,1,2,17,51,1,1.64,2.41,1.56,8.16,8.7,3.2,108,0,7.93,0,9,0,9.12,42,1.37,0
49,3,4,19,35,2,5.21,3.5,7.99,5.31,4.8,3.2,21,1,6.73,1,6,2,1.77,37,5.47,0
42,0,4,17,43,2,2.58,1.02,9.54,5.83,7.2,3.3,117,0,8.57,1,3,0,4.05,41,6.3,0
28,2,1,9,33,2,2.27,2.08,5.49,5.91,8.1,7.9,92,0,5.38,1,7,2,5.58,46,2.72,0
38,2,0,10,51,1,2.13,7.76,4.69,3.58,8.5,7.1,98,1,9.75,1,2,4,7.17,32,3.27,0
41,2,0,16,48,0,5.08,3.01,9.17,3.25,5.4,3.2,63,0,8.17,0,8,3,1.81,30,8.07,0
41,0,4,19,52,1,5.64,9.95,2.2,1.04,4.6,4.9,76,0,4.61,1,4,4,8.86,22,6.11,0
43,2,2,15,36,2,2.2,2.51,9.02,4.57,5.2,0.8,83,1,4.43,0,2,3,1.36,24,3.84,0
49,2,2,19,33,1,9.81,8.1,4.53,5.37,6.9,8.3,82,0,9.37,1,8,0,8.72,10,7.88,1
28,3,5,12,31,0,3.32,7.35,6.03,7.69,8.6,2.7,78,1,7.16,0,1,0,1.25,24,7.72,0
22,0,0,1,56,2,5.13,3.9,5.75,1.6,6.9,8.9,114,0,6.59,0,1,1,2.38,1,4.11,0
53,1,5,1,36,0,2.95,3.98,6.54,9.32,8.6,6.0,89,0,7.82,0,2,0,8.2,35,5.4,0
34,3,1,13,32,0,5.45,6.07,9.48,3.38,7.9,5.7,83,0,6.05,0,8,2,8.74,16,6.98,0
51,3,2,3,44,2,7.8,8.67,9.56,4.3,7.0,1.6,60,1,2.43,0,9,1,9.84,5,4.09,1
44,1,4,16,30,0,5.69,4.48,8.48,1.44,4.1,0.7,99,0,3.87,0,2,2,2.04,31,6.66,0
40,3,4,12,31,1,3.57,1.55,2.72,6.88,5.7,5.5,5,0,6.02,0,4,1,5.74,45,3.26,0
53,0,1,3,39,0,3.24,4.37,4.0,7.38,4.3,4.7,78,1,1.16,1,8,2,1.69,37,3.63,0
51,2,3,2,45,0,7.83,2.87,5.39,9.36,5.6,1.2,67,0,4.94,1,9,1,2.41,25,3.8,1
50,0,0,11,54,0,2.06,9.45,9.15,4.03,4.3,8.4,5,1,7.8,0,5,3,2.57,43,9.42,0
50,1,3,7,57,1,4.33,7.28,5.69,3.32,4.8,4.2,65,0,2.48,0,5,3,1.57,49,8.5,0
51,1,0,1,44,0,2.36,1.46,9.8,7.53,6.1,2.6,35,0,1.58,0,0,1,9.04,25,6.09,0
37,3,0,5,53,0,3.32,3.64,9.85,7.36,6.6,7.9,113,0,8.52,1,1,4,2.14,3,6.07,0
40,0,2,9,44,1,2.37,1.45,6.39,9.43,5.1,9.1,14,0,6.56,1,8,1,6.66,38,1.51,0
39,0,3,11,43,2,8.98,8.47,8.9,2.85,7.7,3.1,75,0,2.59,1,7,4,6.63,32,6.85,1
22,1,0,20,51,2,7.59,9.16,9.99,7.35,7.0,7.8,39,0,8.26,0,1,2,2.79,48,3.95,1
35,0,1,9,43,2,6.05,2.01,8.65,1.6,7.5,6.5,107,1,6.92,0,4,1,9.99,20,6.51,0
23,1,2,9,35,0,3.02,4.96,6.91,5.32,7.7,9.9,40,0,4.01,0,4,4,4.13,30,8.56,0
49,0,4,2,43,2,5.59,9.39,8.61,2.07,7.6,2.0,6,1,4.39,1,5,1,9.15,2,1.41,0
51,0,1,19,46,1,5.69,2.31,1.74,6.88,8.7,9.6,21,0,2.4,0,3,3,9.53,5,6.46,0
59,0,3,9,47,0,6.31,3.63,6.71,6.41,5.2,3.2,71,1,8.52,0,8,3,9.54,19,6.08,0
25,1,4,8,49,0,1.54,3.74,2.95,1.44,5.4,4.1,115,1,5.58,0,4,1,7.78,20,2.86,0
22,3,3,19,48,0,9.76,1.27,2.04,3.88,4.5,3.6,105,1,6.01,1,3,1,3.28,22,6.82,1
29,0,2,18,59,2,5.19,1.33,9.04,4.56,7.0,2.7,10,0,8.95,0,8,0,2.09,11,5.99,0
50,1,0,13,46,2,9.34,9.58,6.76,3.23,6.0,6.9,1,0,1.14,0,1,3,6.13,18,7.91,1
24,1,0,1,45,2,1.09,6.14,3.19,1.35,6.5,5.9,29,1,1.6,1,1,2,4.24,27,2.0,0
53,0,2,4,37,0,3.23,3.76,4.48,3.87,4.8,3.1,67,1,2.45,1,2,1,8.48,31,4.99,0
31,0,5,19,36,1,1.94,4.41,9.76,8.13,7.2,1.3,52,1,1.27,1,9,0,7.7,35,9.98,0
31,3,4,7,49,0,7.93,7.43,8.76,4.24,7.1,3.2,88,1,6.92,1,3,1,3.49,44,7.2,1
40,1,4,6,57,1,3.88,4.3,1.14,3.91,5.3,3.8,20,1,6.7,0,9,3,1.15,45,7.16,0
55,1,4,5,41,0,8.56,3.05,9.82,9.48,6.3,3.8,24,1,2.9,0,8,4,3.14,21,3.86,1
54,2,2,10,38,1,8.49,1.92,4.32,1.37,8.5,3.6,72,0,2.34,0,4,4,6.1,20,1.84,1
44,1,5,11,56,0,7.01,7.56,7.26,7.91,7.9,0.5,71,0,2.31,1,1,3,1.71,9,9.55,1
49,3,4,17,43,0,6.99,2.63,7.41,5.35,5.1,4.6,4,1,9.58,1,2,2,6.92,31,1.95,0
53,2,2,18,49,1,7.3,1.63,9.21,9.5,8.4,8.4,109,0,7.24,1,7,0,7.05,9,9.93,1
28,2,3,9,30,1,7.06,4.84,8.97,4.54,4.3,1.8,91,1,6.27,1,5,1,2.52,7,2.13,1
50,2,3,20,39,1,4.48,1.36,3.54,7.37,6.1,1.5,65,1,3.9,0,4,1,6.37,33,2.54,0
29,0,2,13,46,1,7.15,9.68,6.79,1.63,4.4,4.7,84,0,4.9,0,3,1,6.46,1,3.78,1
22,0,3,2,46,1,9.08,6.65,4.54,9.36,8.6,3.7,48,1,1.8,1,3,0,5.3,19,5.61,1
24,1,0,17,46,1,3.99,2.37,5.73,4.1,4.2,5.6,7,0,9.98,0,7,0,9.58,3,8.11,0
45,2,0,14,33,1,9.5,2.55,5.99,5.72,4.8,9.5,97,1,7.8,0,5,3,1.97,39,9.74,1
44,3,3,5,46,1,1.12,6.13,4.57,2.25,8.6,7.6,86,1,6.59,1,4,0,4.66,12,4.23,0
29,0,2,9,47,0,4.14,4.21,5.18,9.51,6.9,6.9,78,0,6.29,0,4,1,8.95,30,1.18,0
58,3,2,11,49,1,2.19,7.97,2.88,7.06,8.0,4.2,26,0,5.54,0,5,1,4.48,16,6.55,0
24,3,5,6,52,1,2.14,5.91,6.47,1.49,4.1,2.9,1,0,3.32,0,2,0,4.82,13,7.4,0
54,0,5,16,31,0,8.34,4.9,7.83,2.4,6.1,5.4,27,1,3.04,1,6,0,7.01,24,4.58,1
49,0,4,0,37,0,9.27,9.67,4.87,4.6,8.9,8.9,10,0,5.95,1,0,3,6.99,17,2.65,1
29,0,3,17,42,2,8.0,4.52,9.8,2.95,6.9,8.8,45,1,1.63,1,4,4,1.21,27,3.75,1
55,0,0,14,52,2,9.79,4.61,1.52,3.74,8.2,4.5,20,1,1.67,1,5,0,5.1,29,6.9,1
56,2,2,18,54,1,2.95,6.99,6.3,9.98,8.8,2.5,41,0,6.05,0,1,4,4.0,41,5.45,0
53,2,1,0,59,1,2.27,8.29,6.25,6.93,7.4,2.3,31,1,9.28,1,1,2,6.65,14,7.69,0
45,2,3,4,51,2,5.69,6.64,1.33,9.3,5.6,0.3,31,0,9.23,0,8,4,6.0,5,2.96,0
35,2,3,14,49,2,8.46,7.29,3.02,4.92,5.5,8.4,70,0,1.1,0,1,0,6.86,43,8.58,1
53,1,3,2,51,1,1.36,4.36,9.15,7.39,4.4,2.6,21,1,1.97,1,2,1,6.88,38,2.4,0
37,2,5,0,44,2,9.96,5.32,5.9,5.14,6.1,3.6,77,1,6.25,1,0,1,3.29,6,3.97,1
25,0,1,7,49,1,6.42,2.77,4.93,3.95,8.6,8.1,76,0,8.64,1,8,0,3.22,24,6.32,0
58,3,5,11,52,0,9.81,7.12,4.74,5.67,6.4,1.2,20,0,9.59,1,0,3,4.33,40,7.63,1
42,2,1,18,38,0,4.29,2.99,8.99,4.85,8.6,4.6,21,1,8.75,0,3,0,3.18,33,3.4,0
35,1,3,11,32,2,5.12,1.01,4.3,9.82,8.1,1.2,33,0,7.1,0,6,0,7.15,9,9.53,0
52,0,5,12,32,0,7.77,9.4,8.73,5.47,8.9,4.4,9,1,2.8,0,1,3,6.43,42,7.36,1
39,3,2,0,31,0,8.13,3.75,3.78,8.3,8.7,0.5,64,1,1.65,1,7,3,2.95,49,2.96,1
28,3,3,18,30,0,3.1,2.77,5.78,7.0,7.5,5.2,64,0,1.43,1,7,2,8.96,3,7.53,0
31,2,3,5,43,0,9.37,3.41,2.29,5.32,8.4,8.0,87,1,6.51,1,2,2,5.15,23,7.27,1
28,3,4,7,46,1,8.81,3.97,8.43,5.27,7.7,6.8,66,0,1.33,1,3,2,2.14,21,7.77,1
54,2,3,3,42,1,1.16,5.27,7.62,4.08,7.5,5.1,94,0,7.65,0,6,3,2.92,22,9.24,0
44,2,5,4,48,2,2.16,1.62,5.77,1.96,7.6,8.3,42,1,7.41,1,4,4,5.86,45,7.41,0
42,0,3,6,59,0,5.46,1.47,1.23,7.85,7.6,2.3,114,1,1.72,0,4,0,4.05,8,4.17,0
40,0,0,3,52,0,5.15,3.64,5.33,9.26,5.9,8.3,40,1,9.16,0,1,2,8.66,20,8.11,0
40,1,0,19,44,0,7.38,3.66,3.03,2.96,6.1,2.8,12,0,5.7,0,5,4,5.45,14,7.26,1
57,0,2,3,56,2,1.81,2.06,4.72,9.33,5.5,3.6,117,0,9.14,1,3,0,9.24,30,6.17,0
50,0,3,14,54,1,6.8,4.64,8.71,3.09,4.7,1.3,3,0,9.11,1,4,4,1.92,8,4.18,0
39,2,4,20,43,0,6.55,3.56,7.93,5.77,6.3,1.0,115,0,2.77,0,4,1,7.02,19,9.29,0
23,0,0,4,31,1,3.1,1.23,3.18,4.09,8.5,9.3,22,0,4.43,1,1,1,8.97,45,5.61,0
22,2,2,8,36,2,5.88,8.97,9.86,2.03,7.3,1.9,69,0,2.21,1,7,0,3.64,38,6.65,0
26,2,3,1,46,1,3.0,8.97,9.13,1.48,4.3,3.3,33,1,7.97,1,0,4,2.22,36,4.74,0
41,0,1,6,47,0,2.32,2.88,5.76,4.29,8.1,5.3,40,1,5.54,0,1,4,5.11,6,8.03,0
32,1,0,16,35,1,6.16,2.47,5.77,1.43,8.7,3.5,17,1,9.36,0,6,3,9.65,34,4.07,0
23,1,5,15,56,1,9.8,5.93,9.11,1.94,8.1,8.7,119,0,2.87,0,6,2,6.7,10,8.3,1
24,3,5,16,50,2,3.13,6.68,6.73,2.28,7.6,9.0,99,1,7.2,0,1,0,6.8,31,1.97,0
44,3,2,19,37,2,4.2,9.62,5.83,1.02,4.8,3.3,89,0,9.9,0,0,4,7.04,11,7.38,0
33,0,3,1,57,2,3.31,4.4,7.74,2.38,5.7,0.9,96,1,6.99,1,9,2,1.36,43,5.29,0
41,1,4,10,56,2,3.4,6.56,3.12,6.2,6.8,2.1,32,1,1.62,1,0,0,5.01,35,7.29,0
26,2,4,1,31,1,4.64,8.9,8.91,8.38,4.4,4.7,24,1,6.3,0,0,4,1.7,11,5.78,0
58,3,5,0,30,1,7.32,5.05,5.78,2.74,4.5,2.9,51,1,2.62,0,5,1,3.84,40,2.21,1
59,2,5,1,45,2,1.35,2.1,6.43,1.73,8.7,4.5,16,0,1.27,0,9,4,8.39,32,5.29,0
51,3,1,8,36,2,9.61,4.4,1.81,7.57,7.5,7.6,50,0,4.01,0,6,1,6.91,49,9.68,1
30,0,2,1,51,0,1.42,2.23,3.79,1.07,5.4,4.2,2,1,3.39,1,1,1,9.96,26,7.79,0
55,1,1,14,53,0,8.93,1.15,4.84,7.61,5.6,2.0,54,1,8.1,0,5,3,2.55,22,3.7,1
56,3,0,9,40,2,9.05,7.76,4.73,2.18,5.9,3.6,85,0,4.36,1,3,3,4.57,1,9.5,1
43,1,2,14,44,1,5.72,3.15,8.0,3.05,4.4,7.4,55,0,7.6,0,8,2,8.29,48,8.01,0
45,2,3,9,42,2,2.23,1.02,3.54,2.08,7.7,4.2,118,1,1.15,1,7,0,2.94,29,4.28,0
38,0,4,16,59,1,6.09,8.85,2.64,3.23,4.9,2.5,112,1,1.13,1,7,2,2.38,39,6.43,0
31,1,5,8,53,1,6.66,4.99,6.24,8.18,8.0,4.3,34,1,1.26,1,1,3,4.85,22,4.84,0
51,0,5,17,31,0,8.72,3.15,6.54,2.19,8.2,4.5,67,1,2.97,0,4,2,4.45,32,1.87,1
44,1,1,3,43,2,5.96,3.37,2.09,9.95,7.2,3.0,58,1,4.37,0,1,0,9.82,25,8.25,0
53,2,5,8,53,2,4.7,3.16,1.02,3.94,7.8,10.0,91,1,6.47,0,2,0,5.11,40,2.72,0
38,2,4,15,35,1,8.54,2.75,9.26,9.3,4.9,7.7,58,0,9.87,0,7,4,8.75,45,5.12,1
38,0,2,3,38,2,9.83,8.57,1.72,2.71,6.9,6.9,12,0,4.19,1,4,2,8.99,29,7.32,1
35,2,1,15,57,0,6.81,2.53,9.08,2.69,7.4,8.5,61,0,1.5,0,3,3,2.42,37,9.39,0
30,3,4,18,36,0,8.87,6.06,4.59,6.09,7.3,6.7,93,0,2.75,0,4,4,7.44,32,1.56,1
23,1,2,0,47,2,6.39,1.7,6.88,1.46,4.6,7.9,46,1,9.08,0,7,2,3.5,30,4.54,0
46,2,0,5,53,2,7.21,9.55,2.67,8.21,5.7,4.1,75,0,7.29,0,9,0,1.85,18,6.53,1
30,3,2,9,38,0,7.19,6.43,8.42,4.96,5.6,5.0,2,0,8.11,0,6,3,8.87,44,8.01,1
43,0,1,15,52,2,7.34,9.13,2.62,7.29,6.9,0.5,20,0,2.12,1,5,2,3.63,48,9.29,1
25,3,3,3,33,1,3.89,4.58,4.48,2.57,7.8,2.8,103,1,2.21,1,1,0,4.11,3,1.0,0
47,0,4,12,38,2,6.18,8.3,3.14,6.78,6.9,3.7,64,1,2.01,1,9,0,3.92,12,6.65,0
50,0,2,15,33,1,6.35,8.68,8.54,6.35,7.8,6.3,17,1,8.71,0,4,2,2.8,20,1.06,0
55,1,2,19,41,2,3.84,7.33,8.73,7.8,4.5,4.6,12,0,2.89,0,9,2,4.91,8,8.09,0
44,1,1,5,33,2,4.15,1.84,4.35,3.68,8.4,6.1,70,0,6.79,1,8,3,4.85,31,2.35,0
58,3,2,10,54,0,7.86,1.14,3.77,9.4,6.7,7.1,76,1,5.65,0,8,4,4.68,24,9.05,1
32,1,4,2,59,1,6.24,2.52,7.96,9.65,4.2,0.4,80,1,5.9,1,8,0,9.25,13,2.4,0
27,1,1,19,53,0,2.34,2.06,8.91,8.81,7.2,2.6,108,0,2.76,1,2,4,4.06,8,7.88,0
39,1,4,9,49,2,8.54,7.53,6.62,6.15,6.6,1.7,95,1,6.72,1,8,4,1.27,42,3.6,1
42,3,2,0,43,0,8.95,6.01,9.35,4.78,5.1,1.9,92,1,1.39,1,8,0,2.61,14,6.02,1
57,2,4,19,53,2,5.2,5.73,4.45,1.52,7.8,5.0,44,0,9.94,1,4,2,7.49,15,6.48,0
59,1,1,10,53,2,2.88,3.28,2.37,9.53,8.7,7.4,61,0,1.24,0,5,0,6.32,21,2.86,0
55,1,0,11,36,2,9.53,2.39,2.62,9.57,5.6,2.7,29,0,1.45,0,6,4,9.57,15,3.69,1
38,3,3,13,55,1,8.94,2.86,7.03,1.17,6.5,8.2,74,1,3.92,0,9,3,7.25,26,1.97,1
58,2,3,7,42,1,3.2,4.6,4.67,4.21,4.6,8.9,13,0,8.48,0,9,0,2.75,38,1.05,0
46,1,5,10,51,1,1.86,7.66,2.41,8.92,8.6,3.5,52,0,3.31,1,9,3,2.09,46,3.16,0
59,0,2,3,37,0,4.97,3.29,3.63,1.73,5.6,6.8,9,1,5.25,1,5,2,5.69,38,5.64,0
33,3,0,6,52,2,7.09,7.29,5.78,2.77,5.0,1.2,71,1,1.16,1,4,2,6.99,33,7.42,1
44,1,4,9,34,0,2.58,5.42,2.09,9.81,6.4,7.4,30,1,1.71,1,0,3,2.49,10,8.14,0
43,1,2,18,41,0,5.62,8.97,1.03,8.63,4.2,1.7,5,0,6.47,0,3,3,6.42,19,1.63,0
42,0,2,3,42,2,4.83,3.1,9.26,9.21,5.3,6.9,82,0,2.75,1,7,0,8.79,11,3.45,0
48,0,2,1,58,0,9.01,5.06,3.74,2.28,4.3,4.2,118,1,7.25,1,7,2,7.55,3,7.93,1
52,3,4,20,49,2,4.87,1.87,2.99,2.9,4.6,9.3,18,0,8.07,1,5,3,6.98,23,5.33,0
27,3,4,17,43,2,5.8,4.02,7.29,6.45,4.6,4.6,11,0,8.65,0,2,1,8.1,6,2.64,0
48,0,2,13,57,2,9.6,5.56,8.68,5.52,8.4,0.3,116,0,2.2,1,7,0,1.94,41,4.53,1
55,3,3,15,47,2,3.7,7.59,6.69,3.69,8.7,4.8,63,0,5.1,1,6,0,2.83,41,3.43,0
33,0,3,10,56,0,3.6,2.78,3.29,8.95,6.4,8.0,102,1,9.52,1,8,1,1.34,29,1.46,0
28,1,2,9,53,0,8.2,2.96,8.75,9.11,7.2,6.5,113,0,7.95,0,2,2,2.3,4,7.87,1
31,0,2,16,54,0,3.5,6.68,5.59,3.63,7.5,9.7,115,0,2.05,0,5,3,9.22,3,3.63,0
38,0,5,13,49,1,8.49,4.44,4.43,2.4,6.0,8.4,81,0,5.52,1,0,3,3.0,20,9.51,1
47,2,4,3,33,0,1.86,5.34,6.44,2.34,5.9,5.3,54,1,9.3,0,7,2,6.96,43,8.99,0
42,0,5,18,50,0,2.0,8.53,7.31,5.36,7.4,2.1,66,0,4.96,0,1,1,7.22,49,7.45,0
49,0,4,1,47,1,9.11,5.49,6.34,2.2,5.9,0.0,8,0,8.54,1,4,1,6.81,8,3.94,1
23,2,1,6,36,2,5.87,6.87,9.28,5.26,6.9,9.8,5,0,5.46,0,5,1,5.99,6,3.52,0
22,3,4,8,44,2,7.47,6.91,6.65,5.16,6.6,9.4,0,1,1.96,0,3,0,5.38,5,5.28,1
57,2,4,18,50,2,3.03,8.23,8.91,8.96,6.6,2.7,41,0,2.33,1,8,3,4.78,8,4.19,0
47,1,4,15,35,1,2.5,6.74,6.28,3.67,8.1,6.4,103,1,1.42,1,2,4,9.25,8,9.11,0
50,2,0,15,45,0,8.51,1.58,3.97,6.05,7.5,7.3,92,0,2.76,0,1,0,1.09,35,2.11,1
42,1,3,17,49,0,4.23,4.08,5.79,7.69,8.8,5.8,54,1,9.04,1,2,0,1.48,19,7.52,0
32,3,1,20,53,0,5.1,9.9,1.78,6.36,8.0,8.4,48,1,6.85,0,4,3,5.43,48,6.5,0
32,2,4,20,37,0,1.25,2.77,3.07,9.59,4.7,0.8,98,0,7.65,1,0,2,3.97,10,8.26,0
57,2,1,10,57,1,4.47,6.28,7.9,6.42,7.7,9.0,98,0,6.59,0,9,3,4.67,35,5.88,0
56,3,5,6,50,0,7.93,8.59,6.95,9.12,7.3,3.9,29,1,4.48,1,3,2,9.98,9,6.67,1
55,1,0,8,45,2,8.39,6.28,2.5,3.21,7.2,4.8,34,1,2.95,0,0,3,7.98,8,9.66,1
45,2,3,3,57,1,7.29,4.35,4.94,6.05,6.4,4.4,62,0,9.33,0,8,0,8.9,8,1.83,1
43,1,3,12,51,1,7.23,1.72,2.28,5.89,4.3,5.3,102,0,5.63,0,2,1,4.32,8,1.94,1
26,2,1,3,45,2,5.56,4.25,8.7,9.91,8.8,6.0,21,0,5.33,0,1,0,3.16,20,4.54,0
54,0,3,18,32,2,5.84,2.64,1.98,2.84,8.3,7.1,42,0,9.96,0,4,0,7.91,7,5.25,0
57,2,0,1,46,0,7.68,9.65,6.89,2.27,6.4,5.2,27,0,4.46,0,0,4,8.27,46,2.8,1
41,3,4,8,38,2,3.23,7.44,6.46,6.51,4.8,6.8,17,0,8.69,0,9,0,5.95,22,1.74,0
40,3,5,11,54,1,3.08,7.74,5.25,3.01,8.1,3.4,31,0,8.76,0,6,0,9.06,17,1.2,0
56,1,4,1,32,1,9.55,4.92,3.5,6.75,6.2,9.4,68,1,3.09,1,8,0,9.71,44,7.88,1
38,2,5,5,49,1,1.25,1.99,4.64,9.75,6.0,0.6,53,1,1.85,0,0,4,5.24,5,5.37,0
55,1,3,4,58,0,2.26,3.4,8.26,9.52,7.3,5.5,33,0,9.78,1,7,2,3.0,34,8.59,0
30,1,4,4,36,0,6.13,3.34,7.85,3.08,7.8,0.9,30,0,4.83,1,7,4,5.65,25,4.25,0
47,0,1,19,47,2,7.64,5.38,7.65,2.54,4.3,4.4,109,0,1.02,0,6,1,9.91,47,7.33,1
23,0,1,4,41,0,5.84,5.15,7.75,6.05,7.8,2.6,96,1,5.49,1,9,2,3.64,43,5.4,0
30,3,0,3,48,0,4.2,4.9,2.29,6.28,7.7,9.4,3,1,6.57,1,3,4,6.56,15,6.51,0
30,1,0,8,45,1,9.8,5.46,1.89,6.96,6.9,0.1,13,0,7.98,1,6,1,7.25,31,4.33,1
38,3,4,9,51,1,7.33,9.88,8.75,7.67,5.7,3.9,14,0,9.49,1,1,1,2.93,45,1.73,1
22,2,4,15,56,2,8.48,3.69,8.53,6.41,4.8,7.8,59,1,9.24,1,5,3,6.3,19,9.53,1
46,1,0,9,53,1,1.36,6.54,7.13,2.01,4.5,1.9,19,1,9.46,1,4,3,3.83,44,8.52,0
46,1,1,9,46,0,3.12,3.16,6.45,8.11,4.0,8.2,19,1,1.29,0,4,0,8.69,31,3.81,0
56,2,1,18,49,2,4.37,5.2,4.3,1.72,5.0,8.6,48,0,7.41,0,7,2,7.43,47,9.63,0
24,2,4,9,44,2,2.64,2.8,3.02,1.18,6.1,7.1,98,0,3.03,1,0,4,8.44,12,3.7,0
58,3,2,5,30,1,1.66,6.02,7.01,7.93,5.2,2.1,118,1,2.69,0,7,0,2.8,23,4.99,0
51,3,2,16,31,1,3.03,3.39,9.22,5.94,5.5,2.7,67,0,8.2,1,3,2,1.31,23,7.8,0
59,2,5,4,37,1,5.8,1.33,4.93,7.29,6.0,1.7,17,0,4.75,1,9,3,8.65,36,3.78,0
55,3,0,5,51,2,7.26,8.34,3.73,4.44,5.5,1.8,23,0,9.25,1,5,4,4.48,11,3.92,1
33,2,2,14,54,1,7.97,2.15,3.44,1.1,7.6,0.4,26,1,1.38,0,5,1,2.62,22,4.69,1
40,1,3,18,31,0,1.39,4.31,1.21,3.98,6.5,8.6,32,1,8.22,0,0,1,1.83,47,5.22,0
58,1,0,17,48,2,4.85,5.29,5.68,6.47,4.1,5.3,63,1,2.23,0,7,0,5.65,30,2.11,0
38,0,2,3,38,1,2.1,4.89,9.89,3.03,5.1,3.3,24,0,2.59,1,3,0,2.35,5,1.16,0
31,1,2,7,38,0,4.88,7.53,8.34,7.19,7.5,2.9,68,0,5.3,0,8,4,6.1,37,9.27,0
33,2,0,15,42,0,4.91,6.37,9.08,8.15,5.5,5.4,17,1,4.56,0,6,1,7.55,20,4.18,0
37,3,3,18,35,1,5.48,3.66,6.59,5.09,8.6,3.3,44,0,5.38,1,3,0,5.82,10,1.92,0
45,0,0,19,59,0,9.04,1.47,5.33,8.88,7.6,8.6,109,1,9.46,0,0,1,9.13,22,7.83,1
40,3,0,2,44,2,8.25,7.91,9.91,8.69,5.4,2.1,19,0,6.92,0,8,3,2.4,42,3.66,1
29,2,3,9,48,2,6.73,4.17,5.02,8.9,6.6,8.8,34,0,3.61,0,9,0,5.45,30,2.63,0
52,1,4,1,50,0,8.97,9.01,9.25,6.95,7.3,6.6,118,0,2.56,0,5,2,2.47,30,9.66,1
42,0,3,3,44,2,7.11,4.56,7.86,3.74,5.0,9.6,5,0,4.78,1,5,0,8.88,22,9.28,1
38,2,3,5,47,1,8.37,7.46,3.98,5.33,5.2,0.2,90,0,5.06,1,0,3,9.39,38,1.95,1
44,0,2,10,36,0,6.07,9.46,5.53,7.39,6.5,0.6,91,1,6.41,1,4,4,4.6,38,9.09,0
58,0,3,13,55,2,5.73,6.86,4.46,2.9,8.6,5.0,74,1,3.39,1,3,1,3.75,38,9.02,0
37,1,4,15,40,1,7.52,4.72,2.23,7.65,5.7,9.1,8,0,7.91,1,0,4,3.51,7,6.71,1
27,2,4,20,37,1,1.18,6.11,4.21,5.93,6.0,7.3,51,1,1.89,1,6,0,8.74,36,5.77,0
29,3,1,18,35,2,7.21,5.89,9.0,1.86,5.0,6.2,27,0,6.04,0,3,2,7.14,14,2.96,1
46,0,5,1,37,0,9.41,6.26,7.77,6.02,7.0,0.3,18,0,6.61,1,2,4,8.93,11,2.09,1
39,0,2,16,31,1,7.43,2.32,3.5,1.6,7.7,3.5,102,0,2.86,1,1,2,2.06,7,6.46,1
46,3,4,8,48,1,1.33,7.29,4.31,1.13,6.2,3.5,117,1,8.43,0,7,0,5.28,32,8.4,0
33,2,3,16,45,1,4.4,2.31,6.55,9.01,7.8,5.4,84,0,6.54,0,4,2,7.09,18,7.2,0
36,0,5,14,36,1,8.29,1.13,4.75,5.41,5.5,2.6,62,0,6.81,1,9,2,9.07,34,2.63,1
47,0,2,6,39,0,9.63,6.62,5.53,5.89,7.5,2.7,94,1,5.48,0,8,3,4.44,2,3.61,1
47,0,0,18,41,2,4.33,2.05,7.28,3.52,5.3,6.2,105,0,9.19,0,4,4,3.82,7,5.92,0
53,2,0,2,46,2,8.57,7.93,5.21,5.88,7.9,9.4,6,1,7.25,1,9,0,9.22,43,6.62,1
31,2,1,0,36,2,8.77,8.79,2.72,2.52,8.2,6.6,36,1,4.44,0,0,3,1.43,31,1.65,1
37,3,5,3,51,1,2.11,9.5,5.69,7.71,8.0,6.7,88,1,3.15,0,9,2,5.32,18,6.53,0
28,2,1,17,37,0,8.61,6.98,4.21,8.41,5.1,9.9,91,1,1.64,1,4,3,5.13,20,7.63,1
38,2,0,7,36,2,3.92,5.34,3.62,8.7,7.5,1.5,35,1,2.49,1,4,3,2.31,7,2.63,0
